Digital Supply,P052416465L,"ANTHROPIC, PBC",18/06/2026,|P1I557EA-0001,Sale,,2589.58,,,
Digital Supply,P052043516L,GOOGLE CLOUD EMEA LIMITED,30/06/2026,|5626607978,CLOUD PLATFORM,,8.10,,,
Digital Supply,P052012222E,TWILIO INC,01/06/2026,|INV19061991,Digital Services,,11661.12,,,
