Local,P000609862J,MADISON GENERAL INSURANCE KENYA LIMITED,04/06/2026,|KRACU0300000313/207924,ETIMS/TIMS purchases,,-5776.00
Local,P000609862J,MADISON GENERAL INSURANCE KENYA LIMITED,02/06/2026,|KRACU0300000313/205671,ETIMS/TIMS purchases,,-13561.00
Local,P051123223G,Naivas Limited,06/06/2026,|0040076780000806904,ETIMS/TIMS purchases,,129.00
Local,P051123223G,Naivas Limited,06/06/2026,|0040807450001427233,ETIMS/TIMS purchases,,300.00
